angleX,angleY,angleZ,label
-157.86,-202.64,1.7,1
-157.94,-202.67,2.29,1
-158.06,-202.75,2.93,1
-157.86,-202.81,3.38,1
-157.49,-202.84,3.53,1
-157.18,-202.85,3.4,1
-156.99,-202.81,3.31,1
-156.91,-202.79,3.61,1
-156.96,-202.86,4.28,1
-156.98,-202.97,5.3,1
-156.95,-203.1,6.42,1
-156.67,-203.0,7.1,1
-156.21,-202.84,7.42,1
-155.9,-202.89,7.3,1
-155.66,-203.01,7.25,1
-155.73,-203.4,7.0,1
-155.47,-203.52,7.0,1
-155.18,-203.28,7.54,1
-154.93,-203.05,8.41,1
-154.75,-202.94,9.34,1
-154.58,-202.89,10.16,1
-154.14,-202.92,10.55,1
-154.02,-202.81,10.34,1
-154.0,-202.79,9.74,1
-154.08,-202.93,8.76,1
-154.39,-203.35,7.37,1
-154.65,-204.36,5.36,1
-154.95,-206.17,2.78,1
-155.92,-208.17,0.28,1
-156.62,-209.26,-2.05,1
-156.79,-210.11,-3.58,1
-156.79,-210.15,-4.58,1
-156.66,-210.16,-4.87,1
-156.47,-209.82,-4.82,1
-156.07,-209.58,-4.11,1
-155.28,-208.94,-4.01,1
-153.33,-207.86,-4.24,1
-152.51,-206.54,-4.43,1
-152.56,-205.82,-4.88,1
-152.37,-205.67,-5.1,1
-152.15,-206.27,-5.24,1
-151.53,-207.15,-5.52,1
-150.51,-208.38,-5.97,1
-148.72,-209.38,-6.43,1
-145.47,-209.99,-6.95,1
-142.22,-210.43,-7.71,1
-138.97,-210.97,-8.5,1
-135.72,-211.35,-9.14,1
-133.45,-211.55,-9.5,1
-130.98,-211.59,-9.92,1
-127.86,-211.54,-10.43,1
-124.61,-211.61,-11.54,1
-121.36,-211.63,-12.29,1
-118.1,-211.72,-13.88,1
-114.85,-211.73,-16.39,1
-111.6,-211.77,-18.04,1
-108.35,-211.96,-19.16,1
-105.1,-212.19,-20.2,1
-101.85,-212.34,-21.23,1
-98.59,-212.38,-22.44,1
-95.34,-212.3,-23.94,1
-92.82,-212.22,-24.57,1
-91.91,-212.35,-24.79,1
-91.25,-212.46,-24.97,1
-90.82,-212.47,-25.0,1
-90.09,-212.41,-25.1,1
-88.84,-212.29,-25.3,1
-86.86,-212.13,-25.64,1
-85.34,-211.86,-25.85,1
-84.34,-211.63,-25.95,1
-83.91,-211.42,-25.95,1
-83.87,-211.29,-25.86,1
-84.01,-211.31,-25.74,1
-84.32,-211.45,-25.52,1
-85.33,-211.5,-25.14,1
-87.77,-211.34,-24.48,1
-90.77,-211.23,-23.51,1
-91.63,-211.19,-22.87,1
-92.13,-211.33,-22.45,1
-92.6,-211.45,-22.03,1
-94.19,-211.51,-21.56,1
-96.29,-211.6,-20.99,1
-99.54,-211.36,-20.23,1
-102.8,-211.0,-19.19,1
-106.05,-210.68,-18.2,1
-109.3,-210.27,-17.11,1
-112.55,-210.02,-15.86,1
-115.8,-209.99,-14.49,1
-119.05,-209.98,-12.97,1
-122.31,-209.91,-11.41,1
-125.56,-209.69,-9.79,1
-128.81,-209.28,-7.99,1
-132.06,-208.69,-5.98,1
-135.31,-207.73,-3.9,1
-138.57,-206.49,-2.04,1
-141.82,-205.18,-0.81,1
-145.07,-203.89,0.13,1
-148.32,-202.99,0.73,1
-150.95,-202.26,1.08,1
-152.77,-201.3,1.2,1
-153.9,-199.98,1.24,1
-154.4,-198.88,1.25,1
-154.48,-198.54,1.18,1
-154.08,-197.75,0.97,1
-153.33,-197.28,0.69,1
-152.65,-197.45,0.32,1
-152.1,-197.08,0.07,1
-151.61,-197.27,0.22,1
-151.09,-197.41,0.29,1
-150.54,-197.8,0.21,1
-150.16,-198.43,0.03,1
-149.75,-198.62,-0.1,1
-149.29,-198.89,-0.35,1
-148.93,-199.24,-0.56,1
-148.61,-199.61,-0.8,1
-148.3,-200.0,-1.04,0
-148.03,-200.21,-1.52,0
-147.77,-200.41,-1.78,0
-147.61,-200.6,-1.83,0
-147.47,-200.78,-1.78,0
-147.35,-200.88,-1.67,0
-147.18,-200.91,-1.57,0
-146.96,-200.9,-1.53,0
-146.81,-200.91,-1.5,0
-146.76,-200.94,-1.43,0
-146.72,-200.97,-1.32,0
-146.66,-200.98,-1.15,0
-146.56,-200.96,-0.94,0
-146.42,-200.96,-0.78,0
-146.27,-200.96,-0.69,0
-146.16,-200.94,-0.62,0
-146.1,-200.9,-0.54,0
-146.01,-200.85,-0.44,0
-145.9,-200.79,-0.34,0
-145.74,-200.74,-0.25,0
-145.58,-200.71,-0.17,0
-145.47,-200.74,-0.13,0
-145.41,-200.8,-0.12,0
-145.37,-200.84,-0.12,0
-145.35,-200.88,-0.15,0
-145.32,-200.9,-0.16,0
-145.26,-200.93,-0.19,0
-145.23,-200.98,-0.2,0
-145.27,-201.08,-0.22,0
-145.35,-201.21,-0.24,0
-145.4,-201.33,-0.29,0
-145.42,-201.44,-0.34,0
-145.42,-201.53,-0.38,0
-145.42,-201.62,-0.39,0
-145.45,-201.72,-0.39,0
-145.49,-201.81,-0.38,0
-145.52,-201.9,-0.37,0
-145.54,-201.98,-0.39,0
-145.53,-202.05,-0.43,0
-145.53,-202.13,-0.5,0
-145.6,-202.21,-0.53,0
-145.69,-202.31,-0.53,0
-145.75,-202.41,-0.51,0
-145.8,-202.51,-0.51,0
-145.85,-202.58,-0.5,0
-145.89,-202.66,-0.5,0
-145.93,-202.76,-0.5,0
-145.99,-202.9,-0.52,0
-146.1,-203.05,-0.54,0
-146.24,-203.21,-0.56,0
-146.33,-203.35,-0.59,0
-146.37,-203.46,-0.65,0
-146.36,-203.53,-0.7,0
-146.33,-203.61,-0.72,0
-146.34,-203.7,-0.71,0
-146.44,-203.72,-0.5,0
-146.55,-203.12,-0.03,0
-146.59,-202.31,0.19,0
-146.61,-201.62,0.54,0
-146.69,-201.18,0.84,1
-146.77,-201.04,0.93,1
-146.86,-201.17,0.84,1
-146.98,-201.57,0.57,1
-147.15,-202.18,0.23,1
-147.21,-202.88,-0.17,1
-147.09,-203.61,-0.69,1
-146.86,-204.31,-1.21,1
-146.4,-204.88,-1.8,1
-145.89,-205.25,-2.32,1
-145.56,-205.42,-2.64,1
-145.5,-205.41,-2.74,1
-145.63,-205.26,-2.71,1
-145.81,-204.97,-2.63,1
-146.01,-204.6,-2.57,1
-146.2,-204.19,-2.53,1
-146.57,-203.77,-2.41,1
-147.13,-203.35,-2.09,1
-147.9,-202.98,-1.56,1
-148.7,-202.65,-0.93,1
-149.28,-202.34,-0.38,1
-149.51,-202.04,-0.02,1
-149.53,-201.79,0.24,1
-149.64,-201.62,0.53,1
-149.84,-201.54,1.08,1
-150.13,-201.53,1.84,1
-150.36,-201.52,2.51,1
-150.46,-201.49,2.83,1
-150.33,-201.47,2.89,1
-149.97,-201.44,2.79,1
-149.57,-201.44,2.79,1
-149.31,-201.43,3.02,1
-149.15,-201.36,3.41,1
-149.11,-201.24,3.7,1
-149.34,-201.25,2.62,1
-149.19,-201.19,2.64,1
-149.03,-201.11,2.6,1
-148.84,-201.04,2.61,1
-148.53,-201.08,2.66,1
-148.34,-201.15,2.61,1
-148.26,-201.26,2.42,1
-148.28,-201.41,2.11,1
-148.24,-202.39,1.65,1
-148.0,-203.12,0.87,1
-147.68,-204.25,-0.09,1
-147.78,-205.11,-0.65,1
-147.85,-205.99,-0.88,1
-148.33,-206.92,-0.85,1
-148.39,-207.13,-0.59,1
-148.12,-206.9,-0.58,1
-147.97,-206.79,-0.77,1
-147.85,-207.11,-1.03,1
-147.92,-207.86,-1.56,1
-147.78,-207.44,-2.63,1
-147.55,-205.95,-3.09,1
-147.36,-204.63,-3.2,1
-147.12,-203.97,-3.38,1
-146.79,-203.7,-3.63,1
-146.28,-203.83,-3.96,1
-145.56,-204.49,-4.31,1
-144.69,-205.51,-4.75,1
-144.03,-206.68,-5.04,1
-142.9,-207.65,-5.4,1
-142.08,-208.38,-5.74,1
-141.64,-208.64,-5.88,1
-141.23,-208.84,-5.93,1
-140.84,-209.13,-5.97,1
-140.63,-209.51,-6.03,1
-140.63,-209.7,-5.96,1
-140.7,-209.65,-5.76,1
-140.84,-209.55,-5.3,1
-141.56,-209.63,-4.9,1
-142.99,-209.88,-4.22,1
-144.83,-209.76,-3.46,1
-146.77,-210.05,-2.99,1
-147.94,-210.11,-2.61,1
-149.14,-209.95,-2.33,1
-149.93,-210.05,-2.19,1
-150.28,-209.96,-1.96,1
-150.39,-209.16,-1.76,1
-150.34,-207.97,-2.07,1
-150.24,-206.98,-2.66,1
-150.08,-206.46,-3.33,1
-149.9,-206.6,-3.8,1
-149.78,-207.23,-4.35,1
-149.0,-208.09,-4.96,1
-147.91,-208.71,-5.28,1
-145.89,-209.04,-5.67,1
-143.02,-209.25,-6.27,1
-139.77,-209.38,-7.15,1
-136.52,-209.46,-8.35,1
-133.26,-209.57,-9.75,1
-130.01,-209.74,-11.19,1
-126.76,-209.84,-12.61,1
-123.51,-209.86,-14.12,1
-120.26,-209.89,-15.74,1
-117.01,-209.95,-17.38,1
-113.75,-210.17,-19.16,1
-110.5,-210.59,-20.98,1
-107.25,-211.17,-22.77,1
-104.0,-211.74,-24.54,1
-100.75,-212.16,-26.14,1
-97.5,-212.35,-27.55,1
-95.16,-212.46,-28.01,1
-94.29,-212.49,-28.05,1
-93.91,-212.53,-28.06,1
-93.69,-212.52,-28.02,1
-93.49,-212.47,-27.97,1
-93.22,-212.42,-28.0,1
-92.79,-212.39,-28.1,1
-92.56,-212.46,-28.13,1
-92.48,-212.54,-28.09,1
-92.47,-212.57,-28.03,1
-92.53,-212.58,-27.96,1
-92.64,-212.54,-27.89,1
-92.82,-212.47,-27.78,1
-93.07,-212.37,-27.55,1
-93.35,-212.2,-27.18,1
-93.61,-212.07,-26.55,1
-94.3,-211.88,-26.02,1
-96.7,-211.6,-25.1,1
-99.95,-211.08,-23.83,1
-103.2,-210.64,-22.02,1
-106.45,-210.26,-19.8,1
-109.7,-209.91,-17.36,1
-112.95,-209.69,-14.81,1
-116.21,-209.49,-12.18,1
-119.46,-209.13,-9.68,1
-122.71,-208.46,-7.34,1
-125.96,-207.57,-4.74,1
-129.21,-206.21,-2.44,1
-132.46,-204.83,-0.77,1
-135.72,-203.67,0.24,1
-138.58,-202.82,0.78,1
-141.13,-202.25,1.19,1
-142.74,-201.76,1.17,1
-143.71,-201.34,1.09,1
-144.4,-201.25,1.01,1
-144.78,-201.35,0.86,1
-145.36,-200.85,0.73,1
-145.53,-199.96,0.76,1
-145.6,-199.5,0.72,1
-145.85,-199.28,0.78,1
-146.74,-197.97,1.15,1
-147.49,-197.58,1.62,1
-147.63,-197.91,1.54,1
-147.25,-197.23,1.37,1
-146.34,-197.26,1.14,1
-145.05,-197.19,0.75,1
-143.7,-197.15,0.48,1
-142.78,-197.42,0.26,0
-142.32,-197.38,0.19,0
-142.23,-197.26,0.3,0
-142.19,-197.21,0.18,0
-141.95,-197.15,0.13,0
-141.46,-197.29,0.08,0
-140.87,-197.52,-0.09,0
-140.26,-197.76,-0.28,0
-139.75,-198.07,-0.53,0
-139.28,-198.47,-0.85,0
-138.8,-198.96,-1.24,0
-138.26,-199.42,-1.68,0
-137.7,-199.75,-2.06,0
-137.15,-199.95,-2.35,0
-136.57,-200.08,-2.57,0
-135.97,-200.2,-2.74,0
-135.32,-200.28,-2.9,0
-134.55,-200.38,-3.16,0
-133.65,-200.51,-3.55,0
-132.68,-200.73,-4.02,0
-131.51,-201.09,-4.58,0
-130.12,-201.51,-5.21,0
-128.67,-201.95,-5.79,0
-127.09,-202.38,-6.4,0
-125.28,-202.74,-7.09,0
-123.18,-202.95,-7.93,0
-120.82,-203.09,-8.99,0
-118.29,-203.21,-10.27,0
-115.82,-203.34,-11.8,0
-113.7,-203.44,-14.39,0
-111.84,-203.37,-17.64,0
-109.67,-202.75,-20.89,0
-107.32,-201.73,-22.61,0
-105.03,-200.22,-24.12,0
-102.62,-198.72,-25.85,0
-100.09,-197.23,-27.8,0
-97.53,-195.43,-29.82,0
-94.97,-193.25,-31.81,0
-92.45,-190.77,-33.83,0
-90.22,-188.09,-35.91,0
-88.34,-185.27,-38.45,0
-86.87,-182.4,-41.46,0
-85.71,-179.31,-44.43,0
-84.87,-176.06,-47.07,0
-84.11,-172.8,-49.21,0
-83.64,-169.55,-50.77,0
-84.1,-166.3,-51.77,0
-84.36,-163.05,-52.65,0
-84.64,-159.8,-53.56,0
-84.19,-156.55,-54.78,0
-81.55,-153.29,-56.36,0
-78.5,-150.31,-57.92,0
-75.9,-147.18,-59.45,0
-74.12,-143.93,-60.52,0
-71.58,-140.68,-59.89,0
-74.83,-137.43,-57.27,0
-78.08,-134.17,-54.02,0
-80.64,-130.92,-50.77,0
-79.88,-127.67,-48.36,0
-77.72,-124.92,-47.01,0
-76.74,-123.38,-46.49,0
-77.53,-122.25,-46.74,0
-80.78,-121.36,-47.53,0
-84.03,-121.89,-48.3,0
-86.56,-125.14,-48.72,0
-86.0,-128.4,-48.5,0
-87.13,-131.65,-47.24,0
-89.9,-134.9,-45.04,0
-91.9,-138.15,-42.25,0
-91.98,-141.4,-39.0,0
-91.54,-144.66,-35.75,0
-92.37,-146.09,-32.5,0
-94.07,-145.5,-29.25,0
-95.62,-143.3,-26.0,0
-92.7,-141.31,-22.74,0
-92.14,-138.06,-20.72,0
-95.4,-134.81,-20.42,0
-98.65,-131.56,-21.23,0
-101.9,-128.31,-22.79,0
-104.01,-126.07,-24.86,0
-103.93,-125.85,-27.44,0
-102.71,-127.52,-30.2,0
-101.17,-130.31,-32.88,0
-99.97,-133.56,-34.95,0
-98.62,-136.81,-36.1,0
-97.09,-140.06,-36.21,0
-96.08,-143.31,-35.13,0
-95.81,-145.71,-32.84,0
-96.19,-146.95,-29.63,0
-97.15,-147.21,-26.38,0
-98.16,-146.52,-23.13,0
-94.91,-146.8,-19.88,0
-91.66,-145.48,-18.07,0
-91.78,-142.22,-17.35,0
-95.03,-138.97,-17.47,0
-98.28,-135.72,-17.24,0
-101.54,-132.47,-17.12,0
-103.41,-129.22,-16.81,0
-100.41,-126.49,-17.64,0
-97.16,-123.24,-20.28,0
-99.77,-120.12,-22.75,0
-102.58,-120.29,-25.98,0
-103.21,-123.54,-29.23,0
-100.09,-126.8,-32.41,0
-96.83,-130.05,-35.29,0
-94.76,-133.3,-37.45,0
-95.94,-136.55,-39.22,0
-97.36,-139.8,-40.29,0
-99.08,-143.05,-39.97,0
-101.08,-146.31,-39.12,0
-102.63,-149.56,-38.26,0
-103.19,-152.81,-37.25,0
-102.45,-155.77,-36.1,0
-100.82,-157.48,-34.69,0
-98.76,-157.36,-32.78,0
-96.46,-155.22,-30.32,0
-94.69,-151.97,-27.07,0
-97.95,-148.72,-23.81,0
-96.79,-145.47,-20.56,0
-93.54,-142.22,-17.31,0
-91.83,-138.96,-16.39,0
-92.27,-135.71,-18.27,0
-95.52,-132.51,-21.52,0
-98.06,-131.07,-24.77,0
-98.43,-132.19,-28.02,0
-97.76,-135.44,-31.27,0
-94.6,-138.69,-34.53,0
-91.35,-141.94,-37.78,0
-88.1,-145.19,-41.03,0
-86.18,-147.48,-42.86,0
-86.28,-146.85,-42.79,0
-88.14,-143.97,-40.62,0
-90.23,-140.72,-37.36,0
-91.08,-137.47,-34.11,0
-90.96,-134.22,-30.86,0
-90.93,-131.5,-27.7,0
-90.27,-130.41,-25.56,0
-89.32,-131.34,-25.69,0
-90.96,-132.94,-27.33,0
-93.4,-134.99,-30.31,0
-95.23,-138.06,-33.56,0
-95.68,-141.32,-36.1,0
-94.35,-144.57,-37.57,0
-92.25,-146.9,-37.65,0
-91.22,-146.88,-35.98,0
-92.18,-144.33,-32.73,0
-94.21,-141.08,-29.48,0
-96.33,-137.83,-26.23,0
-96.13,-134.58,-22.97,0
-92.88,-131.32,-19.72,0
-89.63,-128.83,-17.46,0
-89.64,-127.71,-17.16,0
-92.15,-128.56,-18.95,0
-95.41,-130.35,-22.12,0
-98.66,-132.86,-25.38,0
-100.57,-136.11,-28.63,0
-100.91,-139.36,-31.88,0
-99.46,-142.62,-35.13,0
-96.87,-145.87,-38.38,0
-95.55,-149.12,-40.54,0
-96.42,-152.37,-41.72,0
-98.49,-154.74,-42.29,0
-100.0,-156.89,-42.38,0
-100.01,-159.13,-42.08,0
-98.24,-161.01,-41.43,0
-95.14,-161.73,-40.18,0
-91.89,-160.49,-38.18,0
-88.87,-157.23,-35.59,0
-87.04,-153.98,-32.34,0
-90.29,-150.73,-29.09,0
-93.54,-147.48,-25.84,0
-90.29,-144.23,-22.59,0
-87.04,-140.98,-19.33,0
-85.96,-138.47,-19.41,0
-88.26,-140.37,-22.66,0
-91.51,-143.62,-25.91,0
-94.76,-146.87,-29.17,0
-96.53,-150.12,-32.42,0
-95.48,-153.38,-35.67,0
-92.23,-156.63,-38.92,0
-88.98,-159.88,-41.73,0
-87.26,-163.13,-42.42,0
-88.06,-165.37,-42.61,0
-89.38,-165.97,-42.62,0
-88.98,-165.44,-42.1,0
-86.4,-163.89,-41.13,0
-83.15,-161.2,-40.04,0
-79.89,-157.94,-37.52,0
-83.15,-154.69,-34.26,0
-86.4,-151.44,-31.01,0
-83.15,-148.19,-27.76,0
-79.89,-144.94,-24.87,0
-77.53,-141.69,-24.37,0
-77.92,-142.23,-26.92,0
-81.18,-145.48,-30.17,0
-84.43,-148.73,-33.42,0
-84.95,-151.98,-36.67,0
-82.19,-155.23,-39.92,0
-78.94,-158.49,-43.18,0
-75.69,-161.74,-46.26,0
-73.04,-164.99,-48.07,0
-72.44,-168.24,-48.59,0
-73.62,-170.31,-48.62,0
-75.06,-171.56,-48.65,0
-75.55,-172.76,-48.77,0
-74.59,-174.01,-49.05,0
-72.58,-174.84,-49.48,0
-70.2,-174.56,-49.95,0
-68.11,-172.66,-50.45,0
-66.08,-169.4,-50.5,0
-69.33,-166.15,-48.6,0
-72.58,-162.9,-45.35,0
-74.97,-159.65,-42.1,0
-71.72,-156.4,-38.85,0
-68.47,-153.15,-37.58,0
-67.2,-150.16,-38.34,0
-68.22,-151.05,-40.99,0
-70.52,-154.3,-44.24,0
-70.62,-157.55,-47.49,0
-67.37,-160.8,-50.74,0
-64.12,-164.05,-53.99,0
-61.02,-167.3,-56.34,0
-58.19,-170.56,-57.32,0
-56.19,-173.7,-56.97,0
-55.09,-174.8,-56.0,0
-53.99,-173.05,-53.9,0
-54.37,-169.79,-50.93,0
-55.37,-166.54,-47.68,0
-56.77,-163.29,-44.43,0
-57.11,-160.04,-41.34,0
-56.53,-156.79,-38.98,0
-54.78,-153.54,-37.63,0
-53.71,-150.28,-38.01,0
-54.03,-149.19,-40.01,0
-56.05,-150.53,-42.95,0
-57.56,-153.78,-46.2,0
-56.03,-157.03,-49.46,0
-53.33,-160.28,-52.71,0
-51.08,-163.54,-55.64,0
-49.22,-166.79,-57.77,0
-48.15,-170.04,-58.51,0
-48.05,-173.01,-57.96,0
-47.8,-174.76,-56.76,0
-46.5,-175.73,-55.31,0
-43.79,-175.77,-53.77,0
-40.54,-172.52,-51.01,0
-43.51,-169.27,-47.76,0
-46.76,-166.02,-44.51,0
-47.13,-162.77,-41.26,0
-43.99,-159.51,-38.01,0
-41.16,-156.26,-36.45,0
-40.5,-153.01,-37.04,0
-42.05,-150.63,-39.75,0
-43.16,-151.52,-43.0,0
-43.8,-154.77,-46.26,0
-43.29,-158.02,-49.51,0
-40.22,-161.27,-52.76,0
-36.96,-164.53,-56.01,0
-34.45,-167.78,-59.22,0
-33.47,-171.03,-61.04,0
-34.39,-174.28,-61.81,0
-36.41,-177.43,-61.83,0
-37.96,-180.34,-61.54,0
-38.18,-183.54,-61.05,0
-36.53,-186.71,-60.39,0
-33.28,-188.95,-59.4,0
-30.02,-189.42,-58.17,0
-27.06,-187.63,-56.91,0
-24.88,-184.38,-55.25,0
-28.13,-181.13,-51.99,0
-31.38,-177.88,-48.74,0
-28.13,-174.63,-45.49,0
-24.88,-171.38,-43.42,0
-21.93,-168.12,-43.17,0
-20.56,-164.87,-45.8,0
-23.81,-161.62,-49.05,0
-26.19,-160.97,-52.3,0
-26.33,-163.97,-55.56,0
-25.1,-167.22,-58.81,0
-21.85,-170.47,-62.06,0
-18.59,-173.72,-65.31,0
-15.34,-176.97,-67.51,0
-13.85,-180.23,-68.61,0
-14.21,-183.04,-69.02,0
-14.67,-184.63,-68.81,0
-14.23,-185.44,-67.95,0
-13.12,-185.49,-66.42,0
-12.52,-184.04,-64.26,0
-13.08,-181.22,-61.78,0
-14.19,-177.97,-59.06,0
-14.87,-174.72,-56.3,0
-14.89,-171.53,-53.54,0
-13.23,-168.97,-51.5,0
-11.97,-166.61,-50.29,0
-12.08,-164.45,-49.87,0
-12.28,-162.93,-50.36,0
-12.6,-162.04,-51.63,0
-13.42,-161.75,-53.41,0
-13.15,-162.67,-55.39,0
-11.05,-164.68,-57.38,0
-8.21,-167.35,-59.27,0
-6.94,-169.56,-60.92,0
-10.2,-168.78,-61.77,0
-13.45,-168.11,-62.34,0
-14.33,-169.79,-62.13,0
-12.38,-172.6,-61.84,0
-9.71,-175.6,-61.43,0
-8.26,-178.2,-60.89,0
-8.44,-180.16,-60.65,0
-9.06,-182.15,-60.65,0
-8.7,-184.74,-60.85,0
-7.9,-187.67,-61.16,0
-7.98,-190.18,-61.55,0
-7.85,-193.43,-62.08,0
-7.53,-196.4,-62.78,0
-6.65,-199.23,-63.88,0
-6.09,-202.12,-65.53,0
-5.73,-204.32,-66.79,0
-4.96,-206.03,-67.38,0
-3.99,-207.78,-67.44,0
-3.35,-209.61,-67.72,0
-3.59,-211.35,-68.39,0
-4.86,-213.34,-69.41,0
-5.64,-215.96,-70.69,0
-8.89,-217.9,-71.81,0
-12.14,-218.51,-71.92,0
-14.18,-218.28,-71.4,0
-14.41,-218.25,-70.59,0
-13.22,-218.61,-69.69,0
-10.39,-219.12,-69.14,0
-10.25,-220.96,-68.91,0
-6.99,-220.8,-68.68,0
-4.85,-220.72,-66.26,0
-1.75,-222.09,-65.63,0
0.18,-223.66,-66.98,0
-0.88,-223.65,-68.48,0
-2.57,-222.04,-69.25,0
-3.74,-220.23,-69.74,0
-3.69,-219.48,-70.63,0
-3.12,-220.2,-72.14,0
-1.51,-222.5,-74.46,0
0.74,-225.52,-77.33,0
1.64,-226.68,-80.47,0
1.73,-228.28,-82.45,0
0.88,-230.09,-82.51,0
0.76,-231.63,-83.27,0
0.31,-233.27,-83.84,0
-1.36,-234.98,-83.53,0
-4.03,-237.08,-82.8,0
-7.28,-239.66,-81.36,0
-10.53,-242.67,-79.33,0
-13.79,-245.92,-76.99,0
-17.04,-248.26,-74.01,0
-20.29,-250.13,-71.2,0
-23.54,-252.19,-68.64,0
-26.79,-253.01,-66.44,0
-30.04,-253.18,-64.53,0
-33.3,-253.14,-63.19,0
-36.55,-253.15,-62.7,0
-39.8,-253.54,-62.38,0
-43.05,-254.46,-62.23,0
-45.66,-255.12,-62.05,0
-47.52,-255.49,-61.53,0
-48.78,-255.72,-60.87,0
-49.69,-255.92,-60.27,0
-50.29,-256.19,-59.78,0
-50.96,-256.52,-59.15,0
-52.12,-257.02,-58.36,0
-53.44,-257.59,-57.47,0
-54.54,-258.02,-56.44,0
-55.15,-258.03,-55.81,0
-55.78,-257.8,-55.05,0
-56.5,-257.94,-54.26,0
-57.25,-258.17,-53.55,0
-58.07,-258.51,-53.01,0
-59.13,-258.98,-52.51,0
-60.19,-259.55,-51.83,0
-60.87,-259.92,-50.98,0
-61.22,-259.81,-50.44,0
-61.27,-259.41,-50.02,0
-61.31,-259.21,-49.74,0
-61.6,-258.84,-49.33,0
-62.2,-258.76,-48.92,0
-63.1,-258.74,-48.58,0
-64.01,-258.75,-48.15,0
-64.65,-258.88,-47.47,0
-65.04,-259.14,-46.92,0
-64.91,-261.27,-46.45,0
-65.24,-262.56,-46.19,0
-65.56,-262.86,-46.08,0
-65.93,-262.71,-46.07,0
-66.35,-262.5,-46.15,0
-66.89,-262.31,-46.29,0
-67.25,-262.11,-46.47,0
-67.37,-261.9,-46.7,0
-67.48,-261.76,-46.8,0
-67.6,-261.62,-46.84,0
-67.63,-261.36,-46.75,0
-67.74,-261.13,-46.58,0
-67.83,-261.0,-46.74,0
-68.13,-261.23,-46.7,0
-68.35,-261.47,-46.67,0
-68.58,-261.69,-46.73,0
-68.71,-261.85,-46.77,0
-68.8,-261.86,-46.72,0
-68.92,-261.85,-46.64,0
-69.08,-261.78,-46.51,0
-69.28,-261.74,-46.35,0
-69.64,-261.79,-46.24,0
-70.07,-261.85,-46.05,0
-70.45,-261.92,-45.83,0
-70.93,-261.96,-45.57,0
-71.4,-261.98,-45.3,0
-71.89,-261.93,-45.01,0
-72.53,-261.89,-44.6,0
-73.28,-261.92,-43.97,0
-74.16,-262.07,-43.08,0
-74.97,-262.2,-42.02,0
-75.57,-262.44,-41.05,0
-76.07,-262.77,-40.04,1
-75.79,-263.37,-39.44,1
-75.85,-263.81,-38.98,1
-75.8,-264.1,-38.93,1
-75.39,-264.31,-39.14,1
-75.01,-264.4,-39.41,1
-75.18,-264.43,-39.6,1
-74.64,-264.53,-39.76,1
-74.86,-264.5,-39.9,1
-75.13,-264.69,-40.21,1
-75.42,-264.83,-40.43,1
-75.68,-265.44,-40.89,1
-76.83,-265.72,-41.15,1
-77.21,-265.91,-41.99,1
-77.86,-265.44,-42.47,1
-78.0,-265.02,-42.64,1
-77.81,-264.67,-42.78,1
-77.57,-264.42,-42.94,1
-76.81,-264.28,-43.15,1
-75.82,-264.08,-43.42,1
-74.65,-263.71,-43.66,1
-73.62,-263.09,-43.83,1
-72.78,-262.65,-43.9,1
-71.54,-262.67,-44.15,1
-70.21,-263.3,-44.12,1
-69.9,-263.83,-43.94,1
-67.38,-264.42,-43.72,1
-66.72,-264.67,-43.66,1
-66.59,-264.69,-43.66,1
-66.57,-264.65,-43.66,1
-66.57,-264.62,-43.68,1
-66.56,-264.61,-43.68,1
-66.57,-264.6,-43.69,1
-66.59,-264.61,-43.7,1
-66.61,-264.64,-43.71,1
-66.63,-264.66,-43.71,1
-65.88,-264.54,-43.8,1
-65.11,-264.34,-43.2,1
-66.03,-263.7,-43.03,1
-69.17,-262.63,-42.98,1
-72.3,-262.51,-42.89,1
-75.55,-262.55,-42.62,1
-78.8,-262.66,-42.06,1
-82.05,-262.92,-41.37,1
-85.3,-262.71,-40.71,1
-88.55,-262.72,-40.23,1
-90.02,-262.75,-40.07,1
-90.54,-262.73,-40.02,1
-91.14,-262.7,-39.93,1
-92.22,-262.67,-39.7,1
-93.01,-262.68,-39.58,1
-93.91,-262.73,-39.43,1
-95.74,-262.75,-39.09,1
-96.95,-262.88,-38.88,1
-97.94,-262.92,-38.74,1
-99.09,-262.9,-38.66,1
-101.74,-262.9,-38.46,1
-104.99,-262.38,-37.32,1
-108.24,-262.16,-35.79,1
-111.49,-261.57,-34.64,1
-114.74,-260.81,-32.98,1
-118.0,-260.01,-31.96,1
-121.25,-259.25,-31.28,1
-124.5,-258.58,-30.79,1
-127.75,-258.15,-30.46,1
-130.95,-257.42,-30.31,1
-132.11,-256.65,-30.31,1
-133.0,-256.05,-30.36,1
-133.78,-255.6,-30.43,1
-134.31,-255.24,-30.49,1
-134.61,-254.99,-30.53,1
-134.69,-254.97,-30.55,1
-134.63,-255.14,-30.53,1
-134.44,-255.42,-30.48,1
-134.19,-255.68,-30.43,1
-133.9,-255.86,-30.4,1
-133.59,-255.98,-30.38,1
-133.28,-256.05,-30.37,1
-133.0,-256.1,-30.36,1
-132.77,-256.13,-30.37,1
-132.58,-256.14,-30.38,1
-132.43,-256.17,-30.4,1
-132.08,-256.24,-30.42,1
-129.39,-256.86,-30.7,1
-127.03,-257.22,-30.9,1
