angleX,angleY,angleZ,label
-35.04,9.02,24.35,1
-33.37,9.13,24.13,1
-31.65,9.2,23.91,1
-29.79,9.23,23.71,1
-27.89,9.18,23.5,1
-26.06,9.06,23.34,1
-24.3,8.89,23.16,1
-22.61,8.73,22.93,1
-21.01,8.63,22.72,1
-19.53,8.61,22.62,1
-18.2,8.63,22.63,1
-16.98,8.6,22.64,1
-15.75,8.52,22.59,1
-14.6,8.38,22.4,1
-13.63,8.13,22.05,1
-12.63,7.88,21.66,1
-11.56,7.65,21.41,1
-10.53,7.42,21.19,1
-9.61,7.24,20.94,1
-8.82,7.12,20.7,1
-8.22,7.07,20.52,1
-7.84,7,20.37,1
-7.55,6.91,20.25,1
-7.33,6.81,20.17,1
-7.23,6.67,20.12,1
-7.28,6.54,20.11,1
-7.45,6.37,20.16,1
-7.65,6.16,20.22,1
-7.87,5.94,20.26,1
-8.2,5.66,20.28,1
-8.64,5.33,20.33,1
-9.29,4.97,20.48,1
-10.33,4.55,21.07,1
-11.93,3.91,21.55,1
-14.09,3.07,21.97,1
-16.72,1.99,22.54,1
-19.6,0.69,23.22,1
-22.82,-0.66,23.92,1
-26.08,-2.08,24.92,1
-29.33,-3.72,26.19,1
-32.58,-5.51,27.43,1
-35.83,-7.4,28.57,1
-39.08,-9.11,29.53,1
-42.34,-10.43,30.59,1
-45.59,-11.35,32.05,1
-48.84,-12.13,33.64,1
-52.09,-12.67,35.53,1
-55.34,-13.09,37.5,1
-58.59,-13.46,39.27,1
-61.85,-13.62,40.89,1
-65.1,-13.38,42.32,1
-68.35,-12.74,43.76,1
-71.6,-11.9,45.1,1
-74.85,-11.06,46.28,1
-78.1,-10.13,47.36,1
-81.36,-9.18,48.3,1
-84.49,-8.49,49.08,1
-87.07,-8.28,49.8,1
-89.35,-8.61,50.59,1
-91.36,-9.29,51.43,1
-93.14,-9.84,52.31,1
-94.57,-10.02,53.09,1
-95.53,-9.98,53.75,1
-96.11,-9.96,54.28,1
-96.48,-10.15,54.66,1
-96.8,-10.55,54.96,1
-97.13,-10.98,55.16,1
-97.38,-11.33,55.23,1
-97.54,-11.52,55.18,1
-97.61,-11.59,55.04,1
-97.62,-11.56,54.84,1
-97.59,-11.47,54.61,1
-97.46,-11.4,54.36,1
-97.32,-11.34,54.09,1
-97.15,-11.34,53.88,1
-96.99,-11.34,53.68,1
-96.85,-11.34,53.52,1
-96.7,-11.35,53.4,1
-96.57,-11.37,53.3,1
-96.45,-11.42,53.24,0
-96.29,-11.47,53.2,0
-96.11,-11.54,53.16,0
-95.92,-11.64,53.12,0
-95.76,-11.72,53.07,0
-95.63,-11.81,53.04,0
-95.53,-11.88,53,0
-95.47,-11.95,52.97,0
-95.42,-12.04,52.93,0
-95.35,-12.11,52.88,0
-95.24,-12.16,52.82,0
-95.11,-12.2,52.76,0
-94.99,-12.24,52.7,0
-94.91,-12.29,52.66,0
-94.86,-12.34,52.62,0
-94.79,-12.38,52.6,0
-94.69,-12.44,52.59,0
-94.58,-12.54,52.61,0
